reference;brand;group
RASEY 55            ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
RAX 718             ;INA                 ;ROLAMENTO                     
RC 040708           ;INA                 ;ROLAMENTO                     
RCRB012/51          ;INA                 ;ROLAMENTO                     
RCSM 1"65           ;INA                 ;ROLAMENTO                     
RCSM-B 1"65         ;INA                 ;CARTUCHO                      
RE 35               ;INA                 ;ROLAMENTO                     
RE 35 **            ;INA                 ;ROLAMENTO                     
RLCTE 25 FA         ;INA                 ;CONJUNTO ROLAMENTO+MANCAL     
RNA 2202 #          ;INA                 ;ROLAMENTO                     
RNA 2203 2RS #      ;INA                 ;ROLAMENTO                     
RNA 2205 2RS        ;INA                 ;ROLAMENTO                     
RNA 2206.2RS        ;INA                 ;ROLAMENTO                     
RNA 2206.2RS #      ;INA                 ;ROLAMENTO                     
RNA 4832            ;INA                 ;ROLAMENTO                     
RNA 4840            ;INA                 ;ROLAMENTO                     
RNA 4844            ;INA                 ;ROLAMENTO                     
RNA 4848            ;INA                 ;ROLAMENTO                     
RNA 49/28           ;INA                 ;ROLAMENTO                     
RNA 49/28           ;INA                 ;ROLAMENTO                     
RNA 4900            ;INA                 ;ROLAMENTO                     
RNA 4900 2RS        ;INA                 ;ROLAMENTO                     
RNA 4900 XL         ;INA                 ;ROLAMENTO                     
RNA 4900 XL (B)     ;INA                 ;ROLAMENTO                     
RNA 4901            ;INA                 ;ROLAMENTO                     
RNA 4901 2RS        ;INA                 ;ROLAMENTO                     
RNA 4902            ;INA                 ;ROLAMENTO                     
RNA 4902 (B)        ;INA                 ;ROLAMENTO                     
RNA 4902 2RS        ;INA                 ;ROLAMENTO                     
RNA 4902 RS         ;INA                 ;ROLAMENTO                     
RNA 4902 RS (B)     ;INA                 ;ROLAMENTO                     
RNA 4902 XL         ;INA                 ;ROLAMENTO                     
RNA 4903            ;INA                 ;ROLAMENTO                     
RNA 4904            ;INA                 ;ROLAMENTO                     
RNA 4904            ;INA                 ;ROLAMENTO                     
RNA 4904 2RS        ;INA                 ;ROLAMENTO                     
RNA 4905            ;INA                 ;ROLAMENTO                     
RNA 4905 2RS        ;INA                 ;ROLAMENTO                     
RNA 4905 2RS XL     ;INA                 ;ROLAMENTO                     
RNA 4905.2RS #      ;INA                 ;ROLAMENTO                     
RNA 4906            ;INA                 ;ROLAMENTO                     
RNA 4906            ;INA                 ;ROLAMENTO                     
RNA 4906 #          ;INA                 ;ROLAMENTO                     
RNA 4906 2RS        ;INA                 ;ROLAMENTO                     
RNA 4906 2RS (B)    ;INA                 ;ROLAMENTO                     
RNA 4907 #          ;INA                 ;ROLAMENTO                     
RNA 4908            ;INA                 ;ROLAMENTO                     
RNA 4908 #          ;INA                 ;ROLAMENTO                     
RNA 4908 2RS        ;INA                 ;ROLAMENTO                     
RNA 4908 2RS (B)    ;INA                 ;ROLAMENTO                     
RNA 4908-XL         ;INA                 ;ROLAMENTO                     
RNA 4908-XL (B)     ;INA                 ;ROLAMENTO                     
RNA 4909            ;INA                 ;ROLAMENTO                     
RNA 4909            ;INA                 ;ROLAMENTO                     
RNA 4909            ;INA                 ;ROLAMENTO                     
RNA 4912            ;INA                 ;ROLAMENTO                     
RNA 4912            ;INA                 ;ROLAMENTO                     
RNA 4913            ;INA                 ;ROLAMENTO                     
RNA 4932            ;INA                 ;ROLAMENTO                     
RNA 69/28           ;INA                 ;ROLAMENTO                     
RNA 69/28           ;INA                 ;ROLAMENTO                     
RNA 69/28 #         ;INA                 ;ROLAMENTO                     
RNA 69/32           ;INA                 ;ROLAMENTO                     
RNA 69/32           ;INA                 ;ROLAMENTO                     
RNA 6903            ;INA                 ;ROLAMENTO                     
RNA 6903            ;INA                 ;ROLAMENTO                     
RNA 6903 #          ;INA                 ;ROLAMENTO                     
RNA 6904            ;INA                 ;ROLAMENTO                     
RNA 6905 #          ;INA                 ;ROLAMENTO                     
RNA 6905 XL         ;INA                 ;ROLAMENTO                     
RNA 6905 XL (B)     ;INA                 ;ROLAMENTO                     
RNA 6907            ;INA                 ;ROLAMENTO                     
RNA 6907 #          ;INA                 ;ROLAMENTO                     
RNA 6908            ;INA                 ;ROLAMENTO                     
RNA 6909            ;INA                 ;ROLAMENTO                     
RNA 6909 #          ;INA                 ;ROLAMENTO                     
RNA 6910 #          ;INA                 ;ROLAMENTO                     
RNA 6911            ;INA                 ;ROLAMENTO                     
RNA 6911            ;INA                 ;ROLAMENTO                     
RNA 6916            ;INA                 ;ROLAMENTO                     
RNA2206-2RSR        ;INA                 ;ROLAMENTO                     
RNA4900-2RSR        ;INA                 ;ROLAMENTO                     
RNA4902-2RSR        ;INA                 ;ROLAMENTO                     
RNA4902-RSR         ;INA                 ;ROLAMENTO                     
RNA4905-2RSR        ;INA                 ;ROLAMENTO                     
RNA4906-2RSR        ;INA                 ;ROLAMENTO                     
RNA4908-2RSR        ;INA                 ;ROLAMENTO                     
RNA69/32-ZW         ;INA                 ;ROLAMENTO                     
RNA6911-ZW          ;INA                 ;ROLAMENTO                     
RNAO 12X22X12       ;INA                 ;ROLAMENTO                     
RNAO 16X28X12       ;INA                 ;ROLAMENTO                     
RNAO 16X28X12 #     ;INA                 ;ROLAMENTO                     
RNAO 22X35X16       ;INA                 ;ROLAMENTO                     
RNAO 25X35X26       ;INA                 ;ROLAMENTO                     
RNAO 25X35X26 #     ;INA                 ;ROLAMENTO                     
RNAO 25X35X26 (B)   ;INA                 ;ROLAMENTO                     
RNAO 40X55X20       ;INA                 ;ROLAMENTO                     
RNAO 40X55X20       ;INA                 ;ROLAMENTO                     
RNAO 40X55X20       ;INA                 ;ROLAMENTO                     
RNAO 40X55X20       ;INA                 ;ROLAMENTO                     
RNAO 50X65X20       ;INA                 ;ROLAMENTO                     
RNAO 55X68X20 #     ;INA                 ;ROLAMENTO                     
RNAO 60X78X40       ;INA                 ;ROLAMENTO                     
RNAO 60X78X40 #     ;INA                 ;ROLAMENTO                     
RNAO 6X13X8 #       ;INA                 ;ROLAMENTO                     
RNAO25X35X26-ZW-ASR1;INA                 ;ROLAMENTO                     
RNAO60X78X40-ZW-ASR1;INA                 ;ROLAMENTO                     
ROTULA 16456        ;INA                 ;ROLAMENTO                     
RPNA 30/47          ;INA                 ;ROLAMENTO                     
RPNA 30/47          ;INA                 ;ROLAMENTO                     
RPNA 30/47          ;INA                 ;ROLAMENTO                     
RPNA 30/47 #        ;INA                 ;ROLAMENTO                     
RPNA 40/55          ;INA                 ;ROLAMENTO                     
RPNA 40/55          ;INA                 ;ROLAMENTO                     
RPNA 45/62 #        ;INA                 ;ROLAMENTO                     
RSTO 17             ;INA                 ;ROLAMENTO                     
RSTO 5 TN           ;INA                 ;ROLAMENTO                     
RSTO 8              ;INA                 ;ROLAMENTO                     
RUS 26086           ;INA                 ;ROLAMENTO                     
RUS 26086           ;INA                 ;ROLAMENTO                     
RUS 26102           ;INA                 ;ROLAMENTO                     
RUS 26102           ;INA                 ;ROLAMENTO                     
RUS 26102 (B)       ;INA                 ;ROLAMENTO                     
RUSV 60206 KS       ;INA                 ;ROLAMENTO                     
RUSV 60206 KS       ;INA                 ;ROLAMENTO                     
S 1012              ;INA                 ;ROLAMENTO                     
S 1032 #            ;INA                 ;ROLAMENTO                     
S 107               ;INA                 ;ROLAMENTO                     
S 108               ;INA                 ;ROLAMENTO                     
S 1110              ;INA                 ;ROLAMENTO                     
S 1112              ;INA                 ;ROLAMENTO                     
S 1212              ;INA                 ;ROLAMENTO                     
S 128               ;INA                 ;ROLAMENTO                     
S 1412              ;INA                 ;ROLAMENTO                     
S 1616              ;INA                 ;ROLAMENTO                     
S 168               ;INA                 ;ROLAMENTO                     
S 2012 AS1          ;INA                 ;ROLAMENTO                     
S 2816 AS1          ;INA                 ;ROLAMENTO                     
S 87                ;INA                 ;ROLAMENTO                     
SCE 1012 PP #       ;INA                 ;ROLAMENTO                     
SCE 1014 PP #       ;INA                 ;ROLAMENTO                     
SCE 1212            ;INA                 ;ROLAMENTO                     
SCE 1212            ;INA                 ;ROLAMENTO                     
SCE 126             ;INA                 ;ROLAMENTO                     
SCE 1312            ;INA                 ;ROLAMENTO                     
